wavelength,reflectance
749.667,10.91
749.983,12.25
750.3,16.97
750.617,13.4
750.933,17.62
751.25,16.23
751.566,18.25
751.883,15.96
752.199,16.47
752.516,15.98
752.832,15
753.148,14.02
753.464,15.4
753.781,15.62
754.097,11.93
754.413,16.11
754.729,15.58
755.045,14.74
755.361,16.86
755.677,16.18
755.992,14.93
756.308,13.57
756.624,17.08
756.94,16.38
757.255,19
757.571,14.27
757.887,14.34
758.202,15.57
758.518,15.09
758.833,16.21
759.148,15.33
759.464,14.34
759.779,14.21
760.094,15.68
760.41,15.74
760.725,15.27
761.04,15.48
761.355,17.76
761.67,14.98
761.985,16.12
762.3,13.53
762.615,15.42
762.93,15.51
763.244,12.93
763.559,17.43
763.874,13.67
764.188,17.4
764.503,15.61
764.818,16.98
765.132,15.23
765.447,15.11
765.761,14.15
766.075,16.11
766.39,16.63
766.704,17.12
767.018,14.81
767.332,17.85
767.646,18.05
767.961,17.34
768.275,15.9
768.589,16.4
768.903,17.28
769.216,16.85
769.53,16.08
769.844,19.43
770.158,17.7
770.472,15.25
770.785,13.17
771.099,16
771.413,15.96
771.726,19.52
772.04,20.85
772.353,17.97
772.666,17.67
772.98,18.34
773.293,19.24
773.606,15.83
773.919,18.68
774.233,18.34
774.546,16.54
774.859,20.01
775.172,19.09
775.485,16.36
775.798,14.87
776.111,22.14
776.423,18.16
776.736,21.95
777.049,21.21
777.362,19.52
777.674,18.73
777.987,19.89
778.299,18.73
778.612,13.38
778.924,17.15
779.237,20.55
779.549,21.18
779.862,20.01
780.174,20.86
780.486,22.04
780.798,20.42
781.11,19.49
781.422,24.07
781.735,21.52
782.046,17.46
782.358,16.83
782.67,19.37
782.982,17.04
783.294,19.39
783.606,18.04
783.917,19.88
784.229,16.71
784.541,19.13
784.852,21.86
785.164,20.62
785.475,18.81
785.787,23.24
786.098,20.64
786.41,22.76
786.721,18.38
